node_id,osm_id,lon,lat,odbc,od_eff_loss,lscc_loss,td_loss,reachable_demand_share,odbc_rank,odbc_pct,od_eff_rank,od_eff_pct,lscc_rank,lscc_pct,td_rank,td_pct
1145,1651827842,114.1930455,22.3205336,0.019625022183374596,0.0004937460924338223,0.002590673575129463,0.0007055681002889145,0.9999424666808787,595,0.65666474321985,1181,0.3188113098672822,244,0.823139065204847,1336,0.22937103289094057
1146,1651827843,114.1928131,22.3206347,0.019625022183374596,0.0004937460924338223,0.002590673575129463,0.0007055681002889145,0.9999424666808787,595,0.65666474321985,1181,0.3188113098672822,244,0.823139065204847,1336,0.22937103289094057
1147,1651827844,114.1925764,22.3207377,0.01967425822738733,0.000516477390992887,0.0006476683937823658,0.0008572193276582507,0.9998932306368659,593,0.6583958453548759,1168,0.32660126947489904,901,0.2951529140219273,1282,0.2608193883439123
1148,1651827849,114.1923442,22.3208387,0.0197727303154128,0.0005191004860837966,0.0006476683937823658,0.0008624008918805912,0.9998932306368659,590,0.6601269474899019,1167,0.3271783035199077,901,0.2951529140219273,1280,0.2619734564339296
1149,1651827850,114.1921105,22.3209404,0.020176332513292428,0.000646957521173598,0.002590673575129463,0.0015552099823274493,0.9996712949228029,574,0.6693594922100404,1107,0.361800346220427,244,0.823139065204847,1111,0.3594922100403924
1150,1651827851,114.1918769,22.321042,0.020034084282769864,0.0005751915189766493,0.002590673575129463,0.001117073263944891,0.9998135431533256,582,0.6647432198499712,1130,0.3485285631852279,244,0.823139065204847,1215,0.2994806693594922
1151,1651827852,114.1905304,22.3210452,0.0024078978272094285,0.0011418892078188566,0.0,0.00741653128715972,0.9975921021727905,1368,0.2109059434506636,893,0.484997114829775,1545,0.054818234275822275,544,0.6863819965377957
1152,1651827853,114.1916425,22.321144,0.02006099062179264,0.000519646464062613,0.0006476683937823658,0.0007912014131414836,0.9999267061002237,580,0.6658972879399885,1166,0.3277553375649163,901,0.2951529140219273,1309,0.24523946912867858
1153,1651827854,114.1914071,22.3212464,0.020242979148785534,0.0006724695773325661,0.0006476683937823658,0.0015427430977940034,0.999678466986577,573,0.6699365262550491,1095,0.36872475476053085,901,0.2951529140219273,1115,0.3571840738603578
1154,1651827857,114.191174,22.3213479,0.021012664554403145,0.0007818494306517494,0.0019430051813470973,0.002135156746552521,0.9995033014407816,550,0.6832083092902481,1040,0.4004616272360069,372,0.727062896710906,1008,0.4189267166762839
